CNES,NOMEFANT
28700530000838,INSTITUTO MARIA SCHMITT DE DESENVOLVIMENTO DE ENSINO ASSIST
28700530000919,INSTITUTO MARIA SCHMITTDE DESENVOLVIMENTO DE ENSINO ASSIST
28700530002024,INSTITUTO MARIA SCHMITT DE DESENVOLVIMENTO DE ENSINO ASSIST
28700530002105,INSTITUTO MARIA SCHMITT DE DESENVOLVIMENTO DE ENSINO ASSIST
28700530002458,INSTITUTO MARIA SCHMITT DE DESENVOLVIMENTO DE ENSINO ASSIST
28700530002539,INSTITUTO MARIA SCHMITT DE DESENVOLVIMENTO DE ENSINO ASSIST
28700530003691,INSTITUTO MARIA SCHMITT DE DESENVOLVIMENTO DE ENSINO ASSIST
28700530003934,INSTITUTO MARIA SCHMITT DE DESENVOLVIMENTO DE ENSINO ASSIST
28700530004159,ASSOCIACAO HOSPITAL NOSSA SENHORA DO PATROCINIO
28700530004663,INSTITUTO MARIA SCHMITT DE DESENVOLVIMENTODE ENSINO ASSISTE
33543356002093,ASSOCIACAO FRANCO BRASILEIRA
33543356002336,ASSOCIACAO FRANCO BRASILEIRA
33789850000765,CONGREGACAO DAS SERVAS DE MARIA REPARADORAS
34048494000104,ASSOCIACAO DE ASSISTENCIA HOSPITALAR SANTO EXPEDITO
35684408000104,ASSOCIACAO DE SAUDE LINDOIA DO SUL
35718780000194,NEURON DOR SERVICOS MEDICO HOSPITALARES LTDA
39913479000192,ASSOCIACAO DO HOSPITAL JARAGUA AHJ
49547879000185,VIDA SPA MATRIZ LTDA
60194990002111,INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA
60194990002200,INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA
60922168005145,ASSOCIACAO CONGREGACAO DE SANTA CATARINA
60922168005226,ASSOCIACAO CONGREGACAO DE SANTA CATARINA
60922168005307,ASSOCIACAO CONGREGACAO DESANTA CATARINA
60975737009299,SOCIEDADE BENEFICENTE SAO CAMILO
60975737009531,SOCIEDADE BENEFICENTE SAO CAMILO
61699567004694,SPDM ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICIN
61699567005070,SPDM ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICIN
61986402000282,ASSOCIACAO FILHAS DE SAO CAMILO
72554611000192,HOSPITAL DE CLINICAS BERMIRO SAGGIORATTO LTDA
73360539000125,ASSOCIACAO BENEFICENTE DA POLICIA MILITAR
73433427000157,FUNDACAO DE SAUDE DO ALTO VALE DO ITAJAI
75433334000158,HOSPITAL BENEFICENTE SAO JOSE DE CAIBI
75438655000307,FUNDACAO HOSPITALAR MUNICIPAL DE CORREIA PINTO
75444471000198,HOSPITAL SAO ROQUE SOCIEDADE BENEFICIENTE DE LUZERNA
76562198000320,HOSPITAL NOSSA SENHORA DAS GRACAS
76591049000802,LIGA PARANAENSE DE COMBATE AO CANCER
76700244000149,FUNDACAO HOSPITALAR DE CAMBORIU
78327939000152,HOSPITAL NOSSA SENHORA DE FATIMA
78478328000105,FUNDACAO MEDICA ASS I DO TRABALHADOR RURAL SAO JOSE CERRITO
78478559000119,ASSOCIACAO BENEFICENTE HOSPITALAR SAO CAMILO PERITIBA
78478559000208,ASSOCIACAO BENEFICENTE HOSPITALAR PERETIBA
78480456000193,SOCIEDADEHOSPITALAR BENEFICENTE SANTA MARTA
78503711000176,HOSPITAL MUNICIPAL DE DIONISIO CERQUEIRA
79376760000158,HOSPITAL MUNICIPAL DE MAJOR VIEIRA
80088263000133,HOSPITAL SANTA LUZIA DE DEOLINDO JOSE BAGGIO
80104284000103,HOSPITAL SAO JORGE LTDA EPP
80636475000108,PREFEITURA MUNICIPAL DE CHAPECO
80640782000162,HOSPITAL MUNICIPAL FREI ROGERIO
80643117000122,HOSPITAL MUNICIPAL ANCHIETENSE
81161366000144,FUNDACAO HOSPITALAR DE IMBUIA
81286254000110,FUNDACAO HOSPITALAR MUNICIPAL DE CANELINHA
81286668000149,HOSPITAL MUNICIPAL MONSENHOR JOSE LOCKS
81866238000287,INSTITUTO DE OLHOS DE FLORIANOPOLIS
82535832000177,FUNDACAO MED ASSISTENCIAL DO TRAB RURAL DE SAO BONIFACIO
82558487000197,HOSPITAL MUNICIPAL HENRIQUE LAGE
82602327000360,UNIMED DE JOINVILLE COOPERATIVA DE TRABALHOS MEDICOS
82653163000138,ASSOCIACAO HOSPITALAR BENEFICENTE MISERICORDIA DE VILA ITOUP
82654088000120,FUNDACAO HOSPITALAR DE BLUMENAU
82733767000194,FUNDACAO MEDICO SOCIAL RURAL DE PONTE ALTA
82763798000430,COMUNIDADE EVANGELICA DE RIO DO SUL
82776550000161,HOSPITAL NOSSA SENHORA DA PAZ
82788548000102,ASSOCIACAO HOSPITAL NOSSA SENHORA DO PATROCINIO
82804592000169,FUNDACAO MEDICO ASSISTENCIAL DO TRABALHADOR RURAL
82808759000160,FUNDACAO MEDICO ASSISTENCIAL DO TRAB RURAL DE NOVA ERECHIM
82817172000117,FUNDACAO HOSPITALAR E ASSISTENCIAL DE CUNHA PORA
82827304000191,FUNDACAO HOSPITALAR SANTA JULIANA
82832361000169,ASSOCIACAO COMUNITARIA HOSPITAL SAO LUCAS
82951245000835,SECRETARIA DE ESTADO DA SAUDE
82951245000916,HOSPITAL INFANTIL JOANA DE GUSMAO
82951245001050,SECRETARIA DE ESTADO DA SAUDE
82951245001130,INSTITUTO DE CARDIOLOGIA
82951245001211,SECRETARIA DE ESTADO DA SAUDE
82951245001300,SECRETARIA DE ESTADO DA SAUDE
82951245001483,HOSPITAL COLONIA SANTANA
82951245001564,SECRETARIA ESTADUAL DA SAUDE
82951245001726,SECRETARIA DE ESTADO DA SAUDE
82951245001807,SECRETARIA DE ESTADO DA SAUDE
82951245001998,SECRETARIA DE ESTADO DA SAUDE
82951245002102,SECRETARIA DE ESTADO DA SAUDE
82951245002374,SECRETARIA DE ESTADO DA SAUDE
82951245002455,HOSPITAL REGIONAL HANS DIETER SCHMIDT
82951245002536,MATERNIDADE DARCY VARGAS
82951245002617,SECRETARIA DE ESTADO DA SAUDE
82965070000149,HOSPITAL NOSSA SENHORA DAS GRACAS
82986985000130,HOSPITAL ARQUIDIOCESANO CONSUL CARLOS RENAUX
82991860000107,ASSOCIACAO HOSPITAL E MATERNIDADE DOM JOAQUIM
82996703000348,UNIMED CRICIUMA COOP DE TRABALHO MEDICO DA REG CARBONIFERA
83006650000171,FUNDACAO HOSPITALAR ALEX KRIESER
83012617000154,SOCIEDADE BENEFICIENTE DOM DANIEL HOSTIN
83024968000185,HOSPITAL SANTO ANTONIO LTDA
83058149000159,HOSPITAL DE CARIDADE E MATERNIDADE JONAS RAMOS
83077396000100,HOSPITAL NOSSA SENHORA APARECIDA LTDA
83119347000185,HOSPITAL SANTA INES SA
83135186000113,AUREO SCHNEIDER
83145052000183,ASSOCIACAO HOSPITALAR E MATERNIDADE SAO SEBASTIAO
83145375000177,HOSPITAL MUNICIPAL BOM JESUS
83156455000128,FUNDACAO HOSPITALAR DR JOSE ATHANAZIO
83168377000181,VOTSFP E HOSPITAL DE CARIDADE
83181297000166,FUNDACAO MEDICO ASSISTENCIAL AO TRAB RUR DE VIDAL RAMOS
83192096000164,HOSPITAL SANTA CRUZ DE CANOINHAS
83226175000149,ASSOCIACAO HOSPITALAR MONDAI
83249714000165,FUNDACAO SOCIAL RURAL MEDICA SAO SEBASTIAO
83255901000151,ASSISTENCIA SOCIAL SAO SEBASTIAO
83269977000136,HOSPITAL SAO JOSE
83297739000134,ASSOCIACAO HOSPITALAR BENEFICENTE DE PINHALZINHO
83303339000194,SOCIEDADE HOSPITALAR BENEFICENTE DE MODELO
83389551000116,FUNDACAO MEDICO SOCIAL RURAL DE SANTA CATARINA
83428508000112,ASSOCIACAO HOSPITALAR DE TUNAPOLIS
83467126000106,HOSPITAL SANTO ANTONIO
83506030000282,BENEFICENCIA CAMILIANA DO SUL
83506030000606,BENEFICENCIA CAMILIANA DO SUL
83506030000797,BENEFICENCIA CAMILIANA DO SUL
83506030001254,BENEFICENCIA CAMILIANA DO SUL
83506030001505,BENEFICENCIA CAMILIANA DO SUL
83506030001688,BENEFICENCIA CAMILIANA DO SUL
83506030001769,BENEFICENCIA CAMILIANA DO SUL
83506030001840,BENEFICENCIA CAMILIANA DO SUL
83513390000120,FUNDACAO MEDICO ASST TRAB RURAL DE CEL FREITAS
83520122000136,FUNDACAO MEDICA ASSISTENCIAL DOS TRABALHADORES RURAIS
83574616000101,ASSOCIACAO DE ASSISTENCIA HOSPITALAR OSVALDO CRUZ
83627596000181,FUNDACAO HOSPITALAR DE TRES BARRA
83632828000190,SOCIEDADE HOSPITALAR COMUNITARIA ANNEGRET NEITZKE
83647552000113,HOSPITAL SAO JOAO BATISTA LTDA
83659607000105,CASA DE SAUDE RIO MAINA LTDA
83661074000287,INSTITUTO SAS
83684324000113,HOSPITAL MUNICIPAL SANTO ANTONIO
83708792000180,FUNDACAO MEDICO SOCIAL RURAL DE SAO MARTINHO
83743450000100,SOCIEDADE HOSPITALAR COMUNITARIA P CLEMENTE KAMPMANN
83782284000142,SOCHOSPCOMGOV IRINEU BORNHAUSEN
83783282000178,HOSPITAL E MATERNIDADE SANTA TEREZINHA
83791848000294,BANCO DE OLHOS DE JOINVILLE
83793877000104,FUNDACAO HOSPITALAR DE RIO DOS CEDROS
83810523000120,ASSOCIACAO HOSPITALAR DE GUABIRUBA
83828178000152,ASSOCIACAO HOSPITALAR DE VARGEAO
83830083000173,HOSPITAL BENEFICENTE SAO ROQUE
83835736000107,ASSOCIACAO BENEFICENTE HOSPITALAR GUARUJA
83852418000154,FUNDACAO SOCIAL HOSPITALAR DE ICARA
83856948000170,ASSOCIACAO HOSPITALAR BENEFICENTE SAO CRISTOVAO
83857003000173,HOSPITAL E MATERNIDADE BOM JESUS LTDA
83860676000182,HOSPITAL IZOLDE HUBNER DALMORA
83860684000129,HOSPITAL SANTA RITA DE CASSIA LTDA
83871525000120,FUNDACAO MEDICO SOCIAL RURAL SANTO ANTONIO
83883306001132,SOCIEDADE DIVINA PROVIDENCIA
83883306001213,SOCIEDADE DIVINA PROVIDENCIA
83883306001302,SOCIEDADE DIVINA PROVIDENCIA
83883306001566,SOCIEDADE DIVINA PROVIDENCIA HOSPITAL E MATERNIDADE SAO JOSE
83884999000106,IRMANDADE DO SR JESUS DOS PASSOS E IMPERIAL HOSP DE CARIDADE
83885210000131,ASSOCIACAO IRMAO JOAQUIM
84045830000125,HOSPITAL NOSSA SENHORA PERPETUO SOCORRO
84092709000154,HOSPITAL MUNICIPAL SANTO ANTONIO
84203132000100,HOSPITAL DE CARIDADE E MATERNIDADE SAO JOAO BATISTA
84231281000183,ASSOCIACAO BENEFICENTE HOSPITAL BEATRIZ RAMOS
84264217000107,FUNDACAO HOSPITALAR MUNICIPAL SANTO ANTONIO
84307974000293,FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI
84375690000153,INSTITUTO DE ASSISTENCIA E EDUCACAO SAO JOAO
84399351000107,FUNDACAO MEDICA ASS AO TRABALHADOR RURAL DE ALFREDO WAGNER
84423516000139,HOSPITAL DE CARIDADE DE JAGUARUNA
84433945000278,COMUNIDADE EVANGELICA LUTERANA DE JARAGUA DO SUL
84591478000123,FUNDACAO MEDICA SOCIAL RURAL TREZE TILIAS
84591791000161,HOSPITAL BENEFICENTE SANTO ANTONIO
84592369000988,FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA
84694405000167,ASSOCIACAO BENEFICIENTE EVANGELICA DE JOINVILLE
84703248000109,HOSPITAL MUNICIPAL SAO JOSE
84712983000189,INSTITUICAO BETHESDA HOSPITAL BETHESDA
84903988000199,HOSPITAL DE CARIDADE S B J DOS PASSOS
84942887000127,ASSOCIACAO NOSSA SENHORA DOS PRAZERES
84942887000208,SOCIEDADE MAE DA DIVINA PROVIDENCIA
84942887000399,SOCIEDADE MAE DA DIVINA PROVIDENCIA
84946805000112,HOSPITAL SAO JOSE
84947167000154,ASSOC BENEFICENTE SEARA DO BEM
85122083000144,INSTITUTO MARIA SCHMITT DE DESENVOLVIMENTO DE ENSINO ASSIST
85131993000193,ASS DE CARIDADE S VICENTE DE PAULO
85197077000156,SOCIEDADE BENEFICIENTE HOSPITALAR MARAVILHA
85217032000104,INSTITUTO HOSPITALAR BENEFICENTE NOSSA SENHORA DAS MERCES
85234904000134,ASSOCIACAO BENEFICENTE NOSSA SENHORA DA IMACULADA CONCEICAO
85283299000272,UNIMED CHAPECO COOPERATIVA DE TRABALHO MEDICO DA REGIAO OE
85285930000191,FUNDACAO HOSPITALAR SANTA OTILIA
85361053000190,HOSPITAL REGIONAL DE PALMITOS
85448264000165,ASSOCIACAO BENEFICENTE PIRATUBA IPIRA
85461093000538,ASSOCIACAO HOSPITALAR E EDUCACIONAL DE POMERODE
85604395000194,HOSPITAL DE CARIDADE SAO BRAZ
85666774000109,HOSPITAL SAO ROQUE
85878700000136,FUNDACAO MEDICO SOCIAL RURAL DE RIO FORTUNA
85907251000107,FUNDACAO HOSPITALAR RIO NEGRINHO
85997872000129,HOSPITAL RENE EMILIO MARTINEZ MUJICA
86025897000123,ASSOCIACAO HOSPITALAR SAO FRANCISCO DE ASSIS
86108263000134,ASSOCIACAO HOSPITALAR PE JOAO BERTHIER
86108800000146,ASSOCIACAO HOSPITALAR BENEFICENTE DE SAUDADES
86159340000185,ASSOCIACAO BENEFICENTE BENTO CAVALHEIRO
86185220000667,ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE
86185220000748,ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE
86185220001043,ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE
86185220005464,ASSOCIACAO DAS IRMAS FRANCISCANAS DE SAO JOSE
86186509000196,INSTITUTO SAO JOSE LTDA
86204799000153,ASSOCIACAO BENEFICENTE HOSPITALAR DE CEDRO
86223864000198,FUNDACAO HOSPITALAR SAO LOURENCO
86245982000105,ASSOCIACAO BENEFICIENTE HOSPITAL SAO LUCAS
86246675000130,HOSPITAL E MATERNIDADE VITORIA T MISSEN LTDA
86251295000194,HOSPITAL E MATERNIDADE CRISTO REDENTOR LTDA
86263175000107,SAO PEDRO IMOVEIS LTDA EPP
86324860000104,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA DE TAIO SC
86324860000368,ASSOCIACAO DA REDEH DE BENEFICIENCIA CRISTA
86324860000449,ASSOCIACAO REDEH BENEFICENCIA CRISTA
86324860000520,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA DE TAIOSC
86324860000791,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA
86324860000953,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA
86324860001259,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA DE TAIOSC
86324860001330,ASSOCIACAO DA REDEH DE BENEFICENCIA CRISTA
86325545000193,ASSOCIACAO CULTURAL E BENEFICENTE SAO JOSE
86353133000167,HOSPITAL SAO LUCAS LTDA
86377553000264,ORDEM AUXILIADORAS DA SENHORA EVANGELICA DE TIMBO
86377629000170,HOSPITAL SAO BENEDITO
86404597000155,HOSPITAL TROMBUDO CENTRAL
86437845000164,ASSOCIACAO BENEFICENTE SANTA TERESINHA
86513124000196,HSS HOSPITAL SAO SEBASTIAO
86517638000209,HOSPITAL SAO JOSE DE URUBICI
86531803000198,HOSPITAL NOSSA SENHORA DA CONCEICAO
86532751000174,HOSPITAL DE CARIDADE SAO ROQUE
86552809000303,INSTITUTO DE ENSINO E ASSISTENCIA SOCIAL
86552809000656,INSTITUTO DE ENSINO E ASSISTENCIA SOCIAL
86552809001385,INSTITUTO DE ENSINO E ASSISTENCIA SOCIAL
86705761000164,HOSPITAL KLEIN E IOPPI LTDA
87317764001327,SOCIEDADE SULINA DIVINA PROVIDENCIA
89428734002204,ASSOCIACAO EDUCACIONAL E CARITATIVA
92736040000890,SOCIEDADE LITERARIA E CARITATIVA SANTO AGOSTINHO
92736040003130,SOCIEDADE LIT CARIT SANTO AGOSTINHO
95313581000128,FUNDACAO HOSPITALAR MUNICIPAL DE NAVEGANTES
95952321000100,ASSOCIACAO HOSPITALAR ANGELINA MENEGHELLI
95991113000102,FUNDACAO HOSPITALAR DE CURITIBANOS
0130753,HOSPITAL DE CAMPANHA COVID 19 PADRE PEDRO BALZI
0150312,HOSPITAL MUNICIPAL NOSSA SENHORA DE FATIMA
0174815,HOSPITAL DE CAMPANHA ESTADUAL VERDAO
2314827,HOSPITAL E MATERNIDADE SAO LUIS
2315386,MATERNIDADE MUNICIPAL DE PIRACURUCA
2323206,HOSP LOCAL DE PALMEIRAIS
2323222,HOSP PSIQ DIA DR VALTERDES M DE SAMPAIO CAPS II
2323230,CLINICA DE REPOUSO DE PARNAIBA
2323249,HOSPITAL INFANTIL LUCIDIO PORTELLA
2323257,HOSPITAL SANTA MARIA
2323281,CASAMATER
2323303,CLINICA SANTA CLARA LTDA
2323338,INSTITUTO DE DOENCAS TROPICAIS NATAN PORTELLA
2323346,HOSPITAL AREOLINO DE ABREU
2323354,UNIDADE DE SAUDE PRIMAVERA
2323397,MATERNIDADE DONA EVANGELINA ROSA
2323427,UNIDADE DE SAUDE MATADOURO
2323443,UNIDADE DE SAUDE ALBERTO NETO PRONTO SOCORRO DIRCEU II
2323451,HOSPITAL DA POLICIA MILITAR DIRCEU ARCOVERDE
2323478,HOSPITAL SAO CARLOS BORROMEO
2323516,SEPAM
2323524,HOSPITAL GERAL DO MONTE CASTELO
2323540,HOSPITAL NOSSA SRA DO LIVRAMENTO
2323559,HOSPITAL SANTA CRUZ
2323575,UMS DE ANISIO DE ABREU
2323583,HOSP EST JULIO HARTMAN
2323591,UMS EMILIA DE SA BEZERRA
2323605,HOSPITAL PEDRO VASCONCELOS
2323613,HOSPITAL E MATERNIDADE DR WILSON MARTINS
2323621,HOSPITAL MARIA DE LOURDES L NUNES
2323680,HOSP REG SEN DIRCEU ARCOVERDE
2323699,UMS DE PADRE MARCOS
2323702,UMS DE RIO GRANDE DO PIAUI
2323885,HOSPITAL MUNICIPAL JOAQUINA MARQUES
2323893,UMS JURANDI MENDES
2323907,UMS DE BARRO DURO
2323915,2 DRS HOSP REGIONAL LEONIDAS MELO
2323923,HOSPITAL SENADOR DIRCEU MENDES ARCOVERDE
2323931,HOSP MUNICIPAL DANIEL CARLOS DE ANDRADE
2323958,PROMEDICA
2323966,UMS CARLYLE G DE MACEDO
2324040,HOSPITAL MUNICIPAL ZUCA BATISTA
2324059,CASA DE SAUDE JOAQUIM SOLON REIS
2324075,HOSP DE ALTOS INST DE SAUDE JOSE GIL BARBOSA
2324113,HOSPITAL CAROLINA DUARTE LTDA
2324121,UMS DE MANOEL EMIDIO
2324156,HOSPITAL E MATERNIDADE IRACEMA OLIVEIRA
2324164,HOSP LOCAL DE MATIAS OLIMPIO
2324172,HOSP EST DE CANTO DO BURITI
2324199,HOSPITAL LOCAL DE SAO PEDRO DO PIAUI
2324210,UMS DE SAO FRANCISCO DO PIAUI
2324245,UMS ADALGISA ZENOBIA ROCHA
2324253,UMS INHAZINHA NUNES
2324261,HOSP EST JOSE FURT DE MENDONCA
2324288,HOSP LOCAL DE LUZILANDIA
2324334,HOSP LOCAL DE DEMERVAL LOBAO
2324369,UMS JESUS MESQUITA DE MOURA
2324555,UNIDADE MISTA DE SAUDE DE PAES LANDIM
2324601,CENTRO DE DOENCAS TROPICAIS LTDA
2360861,SANATORIO MEDUNA
2360888,CLINICA SAO LUCAS
2364794,UMS MONICA R DANTAS
2364816,HOSPITAL REGIONAL MANOEL DE SOUSA SANTOS
2364824,HOSP EST NORBERTO MOURA
2364875,UMS DONA AUGUSTA ARCOVERDE
2364883,HOSPITAL DE AMARANTE
2364891,HOSPITAL DR JOAO DE DEUS TORRES
2364913,HOSPITAL REGIONAL MARIANA PIRES FERREIRA
2364921,CASA DE SAUDE NOSSA SENHORA DE FATIMA
2364948,HOSPITAL SANTA ISABEL
2364972,HOSPITAL MUNICIPAL NOSSA SENHORA DA CONCEICAO
2364999,HOSP LOCAL NILO LIMA
2365006,PRONTO BABY
2365014,UMS REDENCAO DO GURGUEIA
2365022,HOSPITAL E MATERNIDADE PETRONILA CAVALCANTI
2365057,HOSP LOCAL MESSIAS DE ANDRADE MELO
2365081,UMS DE SAO JOSE DO PEIXE
2365103,HOSPITAL ESTADUAL JOSE DE MOURA FE
2365146,HOSPITAL REGIONAL TIBERIO NUNES
2365154,SANTA CASA DE MISERICORDIA DE PHB
2365219,HOSPITAL E MATERNIDADE PHILLADELFIA
2365235,CLIMEGESI LTDA
2365243,INSTITUTO PRAXIS
2365251,HOSPITAL LOCAL DE GUADALUPE
2365278,UMS DE ELIZEU MARTINS
2365286,SANTA CASA
2365359,POLICLINICA PAZ LTDA
2365375,HOSPITAL FLORISA SILVA
2365383,HOSPITAL REGIONALTERESINHA NUNES DE BARROS
2365391,HOSPITAL LOCAL DE PIRACURUCA
2365405,HOSPITAL GERAL DE PICOS
2365480,HOSP LOCAL JULIO B DE MACEDO
2365499,CASA DE SAUDE MATERNIDADE SAO JOSE LTDA
2365529,HOSPITAL DIA DE PICOS
2367378,HOSPITAL ESPERANCA GARCIA
2368927,HOSPITAL MUNICIPAL MAE MARIA
2490471,HOSPITAL LUIS GONZAGA DA ROCHA
2490501,UMS DE CRISTINO CASTRO
2490773,HOSPITAL MUNICIPAL ARLINDO BORGES
2490781,HOSP LOCAL DONA LOURDES MOTA
2551772,CENTRO ASSISTENCIAL DE SAUDE HORACIO RIBEIRO
2551918,UNIDADE MISTA DE SAUDE DE AVELINO LOPES
2588803,HOSPITAL MUNICIPAL RITA MARTINS
2609673,HOSP NOSSA SENHORA DAS VITORIAS
2668696,UMS FCO ALVES DO MONTE
2668718,HOSPITAL MUNICIPAL ARDULINO JUVENCIO PARAGASSU
2679639,UNIDADE DE SAUDE SATELITE
2679647,UNIDADE DE SAUDE BUENOS AIRES
2679663,UNIDADE DE PRONTO ATENDIMENTO 24 HORAS UPA PROMORAR
2679671,UNIDADE INTEGRADA DO MOCAMBINHO
2694204,UMS ANFRISIO NETO LOBAO CASTELO BRANCO
2694212,UMS DE IPIRANGA
2694220,UNID MISTA DE ITAINOPOLIS
2694298,HOSP LOCAL DR ROOSEVELT BASTOS
2694301,HOSP MUNICIPAL NORBERTO ANGELO PEREIRA
2694603,MATERNIDADE E CASA DE SAUDE SAO JOSE LTDA
2694700,CLINICA INFANTIL DE PICOS CLINP
2694719,CLINICA MATERNO INFANTIL ANIZINHA LUZ
2694743,CLINICOR
2726971,HOSPITAL GETULIO VARGAS
2726998,ASSOCIACAO PIAUIENSE DE COMBATE AO CANCER ALCENOR ALMEIDA
2727005,HOSPITAL SAO PAULO
2727021,SAMIU
2727056,UNIDADE DE SAUDE PARQUE PIAUI
2727064,UNIDADE MISTA DE SAUDE PROFESSOR WALL FERRAZ CIAMCA
2766655,HOSPITAL DE FRANCISCO AYRES
2766663,HOSPITAL JOSE V GOMES
2766671,UMS JOSIAS CARVALHO
2766698,UNIDADE MISTA DE SAUDE DE BOCAINA
2766825,CASA DE SAUDE DR SEBASTIAO MARTINS LTDA
2766833,HOSP COLONIA DO CARPINA
2766868,UNID MISTA CICERO R ALMEIDA
2766876,HOSPITAL MEMORIAL DO CARMO
2766914,MATERNIDADE NOSSA SENHORA DO CARMO
2766922,UNID MISTA ANTONIO DOS SANTOS
2766930,UNID MISTA DE ARRAIAL
2772973,HOSP LOCAL JOSEFINA GETIRANA NETTA
2777576,CLINICA SANTA TEREZINHA
2777584,CLINICA SAO LUCAS
2777592,CLISA
2777630,ENDOLUZ
2777649,HOSP REG SEN CANDIDO FERRAZ
2777665,UMS DE PARNAGUA
2777673,HOSPITAL BENEFICENCIA CHAPADA DO ARARIPE
2777681,HOSP MUNICIPAL DE UNIAO
2777703,HOSP LOCAL DE B DOS LOPES
2777711,HOSPITAL JOAQUIM VIEIRA DE BRITO
2777746,HOSP REG CHAGAS RODRIGUES
2777754,HOSPITAL REGIONAL DE CAMPO MAIOR
2777762,HOSP REG DEOLINDO COUTO
2777770,H R DR JOAO PACHECO CAVALCANTE
2777789,HOSP REG EUSTAQUIO PORTELA
2777797,MATERNIDADE SIGEFREDO PACHECO
2777819,POLICLINICA SANTA MARIA
2778459,UMS SENADOR DIRCEU MENDES ARCOVERDE
2778475,UMS SAO JOAO DA SERRA
3036472,HOSPITAL FLAVIO SANTOS
3205282,CLINICA DE URGENCIA DE PICOS
3285391,HOSPITAL UNIVERSITARIO DA UNIVERSIDADE FEDERAL DO PIAUI
4008065,UMS DE AGRICOLANDIA
4008081,UNID MISTA SALOMAO CAETANO
4008154,UNID MISTA DE AROAZES
4008340,UMS DIRCEU ARCOVERDE
4008774,UMS PEDRO LOPES
4008847,UNID MISTA DE GILBUES
4009045,UMS DE JOAQUIM PIRES
4009150,HOSPITAL MUNICIPAL SAGRADO CORACAO DE JESUS
4009223,UMS DR HELVIDIO NUNES
4009444,MAT DR MARQUES BASTO E HOSP INF DR MIROCLES VERAS
4009622,HOSPITAL REGIONAL JUSTINO LUZ
4009819,UMS ANTONIO BATISTA
5075416,CASA DE SAUDE E MATERNIDADE NOSSA SENHORA DOS REMEDIOS
5273226,HOSPITAL E MATERNIDADE ANIZINHA LUZ
5442095,HOSP E MAT BOM JESUS DOS PASSOS
5828856,UNIDADE DE URGENCIA DE TERESINA PROF ZENON ROCHA HUT
5973457,UNIDADE MISTA DE SAUDE MARIANO GAYOSO CASTELO BRANCO
6217621,HOSPITAL MUNICIPAL PEDRO VICENTE
7474261,HGPAJO HOSPITAL
7842562,UNIDADE MISTA DE SAUDE LUIZ JOSINO DE BARROS
8004218,MATERNIDADE MUNICIPAL MAE ELISA
8010781,UMS NOSSA SENHORA DO PERPETUO SOCORRO
8015899,HOSPITAL ESTADUAL DIRCEU ARCOVERDE
9131922,UNIDADE DE SAUDE PROMORAR
0002232,HOSPITAL SANTA ISABEL
0002275,HOSPITAL SAO JOSE
0002283,HOSPITAL DE CIRURGIA
0002372,HOSPITAL MUNICIPAL ZONA SUL DES FERNANDO FRANCO
0002534,HOSPITAL UNIVERSITARIO DE SERGIPE HUSE
0002585,HOSPITAL SAO LUCAS
0002593,CLINICA SANTA HELENA
0003085,CLINICA DE REPOUSO SAO MARCELLO LTDA
0003220,CATOP
0003417,FUNDACAO CLIMEDI
0003581,INSTITUTO DE OLHOS DR CRISTIANO MENDONCA
0003743,CASA DE SAUDE SANTA MARIA
0026484,HOSPITAL DE OLHOS DE SERGIPE
0026549,HORG
0026557,OFTALMOCLINICA
0113638,HOSPITAL DE CAMPANHA CLEOVANSOSTENES PEREIRA AGUIAR
0175404,RETAGUARDA COVID 19 CAPS JAEL PATRICIO DE LIMA
0642118,RETAGUARDA HOSP FERNANDO FRANCO HUSE AJU
0726710,UNIDADE DE TRATAMENTO RESPIRATORIO SANTA IZABEL AJU
2420120,UNIDADE MISTA DE SAUDE DONA ZULMIRA SOARES
2420368,HOSP REGIONAL DR MARIA DO C N ALVES
2421488,FUNDACAO MEDICA SANTA CECILIA
2421518,HOSPITAL NOSSA SENHORA DA CONCEICAO
2421534,HOSPITAL DE NEOPOLIS
2421542,HOSPITAL REGIONAL GOV JOAO ALVES FILHO
2421550,HOSPITAL E MATERNIDADE DE CARIDADE NOSSA SENHORA DA BOA HORA
2422077,HOSPITAL DR FRANCISCO ROLLEMBERG
2423464,HOSPITAL E MATERNIDADE MARIA SOARES DUTRA
2423529,HOSPITAL REGIONAL AMPARO DE MARIA
2444259,CLINICA RENASCENCA SA
2477661,HOSPITAL DR PEDRO GARCIA MORENO FILHO
2477947,HOSPITAL DE RIACHUELO
